CompetitionID,Arme,Sexe,Domaine,Federation,Categorie,Date,TitreCourt,TitreLong,CompetitionType,FileName
71,E,M,I,FIN,C,26.01.2019,,Espoo Fencing Challenge 2019,Individual,2245.xml
efcm19,E,F,I,European Fencing Confederation,V,19.01.2019,Europe Fencing Cup 2019,,Team,2246.xml
558,E,F,I,FIN,C,27.01.2019,,Espoo Fencing Challenge 2019,Team,2249.xml
594,E,M,I,FIN,C,27.01.2019,,Espoo Fencing Challenge 2019,Team,2250.xml
10618,E,F,I,FIN,,27.01.2019,,Espoo Fencing Challenge 2019,Individual,2251.xml
10617,E,M,I,FIN,,27.01.2019,,Espoo Fencing Challenge 2019,Individual,2252.xml
543,F,F,I,ITA,C,26.01.2019,Cadet CircuitFF,Cadet Circuit FF,Individual,2253.xml
542,F,M,I,ITA,C,26.01.2019,Cadet Circuit FM,Cadet Circuit FM,Individual,2254.xml
541,S,F,I,AUT,C,27.01.2019,,ECC Sabre Moedling 2019,Individual,2255.xml
510,E,F,I,ITA,B,26.01.2019,U23 European Circuit,U23 European Circuit,Individual,2256.xml
509,E,M,I,ITA,U23,26.01.2019,U23 European Circuit,U23 European Circuit,Individual,2257.xml
589,S,M,I,ROU,C,02.02.2019,,RIPOSTA CUP 2019,Individual,2258.xml
590,S,F,I,ROU,C,03.02.2019,,RIPOSTA CUP 2019,Individual,2259.xml
51,S,M,I,FRA,C,29.10.2011,European Cadet Circuit,European Cadet Circuit,Individual,226.xml
98,F,F,I,AFG,C,09.02.2019,,SATU MARE CUP,Individual,2260.xml
585,E,M,I,POL,C,09.02.2019,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,2261.xml
100,F,M,I,POL,C,09.02.2019,,XII Witold Woyda's Foil &amp; X Golden Team Cup Tournament,Individual,2262.xml
99,F,F,I,RUS,C,10.02.2019,,SATU MARE CUP,Team,2263.xml
101,F,M,I,POL,C,10.02.2019,,XII Witold Woyda's Foil &amp; X Golden Team Cup Tournament,Team,2264.xml
586,E,F,I,POL,C,10.02.2019,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,2265.xml
4,F,M,I,Contexte_general,S,11.02.2019,MENS FOIL EUROPE CUP,,Team,2266.xml
135,F,M,I,ITA,C,22.02.2019,,European Cadet Championships 2019,Individual,2267.xml
136,S,F,I,ITA,C,22.02.2019,,European Cadet Championships 2019,Individual,2268.xml
450,F,F,I,GER,S,23.02.2019,International Stauferland Tournament,,Individual,2269.xml
132,E,F,I,AFG,C,23.02.2019,,European Cadet Championships 2019,Individual,2270.xml
137,S,M,I,AFG,C,23.02.2019,,European Cadet Championships 2019,Individual,2271.xml
461,E,M,I,GER,S,23.02.2019,Weisser Baer,,Individual,2272.xml
444,E,F,I,GER,,24.02.2019,U23 European Circuit,U23 European Circuit,Individual,2273.xml
133,E,M,I,ITA,C,24.02.2019,,European Cadet Championships 2019,Individual,2274.xml
134,F,F,I,ITA,C,24.02.2019,,European Cadet Championships 2019,Individual,2275.xml
138,E,F,I,ITA,C,25.02.2019,,European Cadet Championships 2019,Team,2276.xml
141,F,M,I,ITA,C,25.02.2019,,European Cadet Championships 2019,Team,2277.xml
142,S,F,I,ITA,C,25.02.2019,,European Cadet Championships 2019,Team,2278.xml
139,E,M,I,ITA,C,26.02.2019,,European Cadet Championships 2019,Team,2279.xml
50,S,F,I,FRA,C,29.10.2011,European Cadet Circuit,European Cadet Circuit,Individual,228.xml
140,F,F,I,ITA,C,26.02.2019,,European Cadet Championships 2019,Team,2280.xml
143,S,M,I,ITA,C,26.02.2019,,European Cadet Championships 2019,Team,2281.xml
352,F,M,I,ITA,J,27.02.2019,,European Junior Championships 2019,Individual,2282.xml
353,S,F,I,ITA,J,27.02.2019,,European Junior Championships 2019,Individual,2283.xml
349,E,F,I,ITA,J,28.02.2019,,European Junior Championships 2019,Individual,2284.xml
354,S,M,I,ITA,J,28.02.2019,,European Junior Championships 2019,Individual,2285.xml
350,E,M,I,ITA,J,01.03.2019,,European Junior Championships 2019,Individual,2286.xml
351,F,F,I,ITA,J,01.03.2019,,European Junior Championships 2019,Individual,2288.xml
355,E,F,I,ITA,J,02.03.2019,,European Junior Championships 2019,Team,2289.xml
32,E,F,Z,GER,C,12.11.2011,European Cadet Circuit ,European Cadet Circuit ,Individual,229.xml
358,F,M,I,ITA,J,02.03.2019,,European Junior Championships 2019,Team,2290.xml
359,S,F,I,ITA,J,02.03.2019,,European Junior Championships 2019,Team,2291.xml
357,F,F,I,ITA,J,03.03.2019,,European Junior Championships 2019,Team,2292.xml
356,E,M,I,ITA,J,03.03.2019,,European Junior Championships 2019,Team,2293.xml
360,S,M,I,ITA,J,03.03.2019,,European Junior Championships 2019,Team,2294.xml
513,E,F,I,POL,U,16.03.2019,,U-23 / PUCHAR POLSKI IV SENIOREK W SZPADZIE KOBIET,Individual,2295.xml
5c88e971,S,F,,,M23,17.03.2019,,Circuit U23,Individual,2296.xml
5c88e926,S,M,,,M23,17.03.2019,,Circuit U23,Individual,2297.xml
837847,F,F,I,AFG,S,24.03.2019,,Sokol Cup 2019,Individual,2298.xml
842367,F,M,I,AFG,S,23.03.2019,,Sokol Cup 2019,Individual,2299.xml
20,F,F,L,MVSZ,S,18.09.2010,Noi-tor 2010-09-18,Felnott Noi tor,Individual,23.xml
3,S,M,I,Contexte_general,S,11.03.2019,MEN SABRE EUROPE CUP,,Team,2300.xml
446,E,M,,,M23,06.04.2019,,U23 European Circuit,Individual,2303.xml
447,E,F,,,M23,07.04.2019,,U23 European Circuit,Individual,2307.xml
u14fdim,F,F,I,FFE,M15,03.02.2019,Marathon fleuret U14 dames DIMANCHE,Challenge CEP - Marathon fleuret U14 dames DIMANCHE,Individual,2309.xml
59,F,M,,AUT,C,12.11.2011,ECCFM2011,European Cadet Circuit Foil Men,Individual,231.xml
9,,M,I,Contexte_general,,16.02.2019,MZ14,,Individual,2310.xml
34,,M,I,Contexte_general,,16.02.2019,MM14,,Individual,2311.xml
16,,M,I,Contexte_general,,17.02.2019,FZ 14,FZ 14,Individual,2312.xml
11,,M,I,Contexte_general,,17.02.2019,FM14,FM14,Individual,2313.xml
KGO19-FU14,E,F,I,HMS,M,30.03.2019,KGO19-FU14,KGO19-FU14,Individual,2315.xml
KGO19-MU14,E,M,I,HMS,M,30.03.2019,KGO19-MU14,KGO19-MU14,Individual,2316.xml
-5,E,F,I,EST,,19.01.2019,,"EFC U14 Circuit 2019, Boys and Girls Epee",Individual,2318.xml
-51,E,M,I,EST,,19.01.2019,,"EFC U14 Circuit 2019, Boys and Girls Epee",Individual,2319.xml
64,E,M,I,Contexte_general,B,10.03.2019,Choclate_epee_boys_14,,Individual,2323.xml
16,E,F,I,Contexte_general,B,09.03.2019,epee_girls14,,Individual,2329.xml
19,F,F,I,Contexte_general,B,09.03.2019,foil_girls14,,Individual,2330.xml
23,F,M,I,Contexte_general,B,09.03.2019,foil_boys14,,Individual,2331.xml
5117,E,F,N,RFEE,M,07.04.2019,EF14_BAR_7ABR2019,SJEF,Individual,2332.xml
5116,E,M,N,RFEE,M,07.04.2019,EM14_BAR_7ABR2019,TNR M-14,Individual,2333.xml
5118,F,M,N,RFEE,M,07.04.2019,FM14_BAR_7ABR2019,TNR M-14,Individual,2334.xml
5119,F,F,N,RFEE,M,07.04.2019,FF14_BAR_7ABR2019,TNR M-14,Individual,2335.xml
5121,S,F,N,RFEE,M,07.04.2019,SF14_BAR_7ABR2019,TNR M-14,Individual,2336.xml
5120,S,M,N,RFEE,M,07.04.2019,SM14_BAR_7ABR2019,TNR M-14,Individual,2337.xml
547,E,F,I,HUN,B,27.04.2019,EFS-in,Felnõtt - U23 Nõi Párbajtõr Magyar Kupa,Individual,2339.xml
58,F,F,,AUT,C,13.11.2011,ECCFF2011,European Cadet Circuit Foil Women,Individual,234.xml
4673,E,M,I,HUN,S,27.04.2019,EMS-in,Felnõtt - U23 Férfi Párbajtõr Magyar Kupa,Individual,2341.xml
48,E,M,N,Contexte_general,S,27.04.2019,PPS4 PEU23,,Individual,2346.xml
62,S,F,,BUL,C,13.11.2011,SFC-in,European Cadet Circuit,Individual,235.xml
1831,S,M,I,AFG,,23.04.2019,,International Child Cup 2019,Individual,2354.xml
1834,E,F,I,AFG,,27.04.2019,,International Child Cup 2019,Individual,2356.xml
8,E,F,I,Contexte_general,S,29.04.2019,Womens U23 Gaja-Dvikova Cup 2019,,Individual,2358.xml
43,E,M,I,Contexte_general,S,29.04.2019,Men U23 Gaja-Dvikova Cup 2019,,Individual,2359.xml
63,S,M,,BUL,C,12.11.2011,SMC-in,European Cadet Circuit,Individual,236.xml
75,E,F,I,Contexte_general,B,30.04.2019,Girls U14 Gaja-Dvikova Cup 2019,,Individual,2360.xml
632,E,M,I,Contexte_general,,01.05.2019,Boys U14,,Individual,2361.xml
1833,E,M,I,AFG,,26.04.2019,,International Child Cup 2019,Individual,2363.xml
1830,F,F,I,AFG,,21.04.2019,,International Child Cup 2019,Individual,2364.xml
1829,F,M,I,AFG,,20.04.2019,,International Child Cup 2019,Individual,2365.xml
1832,S,F,I,AFG,,24.04.2019,,International Child Cup 2019,Individual,2366.xml
1831,S,M,I,AFG,,23.04.2019,,International Child Cup 2019,Individual,2367.xml
535,S,F,I,AUT,B,23.02.2019,U23 EC Vienna 2019 WS,U23 European Circuit,Individual,2368.xml
534,S,M,I,AUT,U23,23.02.2019,U23 EC Vienna 2019 MS,U23 European Circuit,Individual,2369.xml
1741,E,M,I,AFG,,28.04.2019,,International Child Cup 2019,Team,2372.xml
1842,S,F,I,TUR,,12.05.2019,,EFC U14 Circuit &amp;U12 UluslararasÄ± AÃ§Ä±k KÄ±lÄ±Ã§ TurnuvasÄ±,Individual,2373.xml
114,E,F,I,BUL,U,29.05.2019,,U23 European Championship,Individual,2375.xml
119,S,M,I,BUL,U,29.05.2019,,U23 European Championship,Individual,2376.xml
115,E,M,I,BUL,U,30.05.2019,,U23 European Championship,Individual,2377.xml
116,F,F,I,BUL,U,30.05.2019,,U23 European Championship,Individual,2378.xml
117,F,M,I,BUL,U,31.05.2019,,U23 European Championship,Individual,2379.xml
46,F,F,,GER,C,26.11.2011,spc2011,Pokal der Sparkasse Tauberfranken 2011,Individual,238.xml
118,S,F,I,BUL,U,31.05.2019,,U23 European Championship,Individual,2380.xml
486,S,M,I,BUL,U,01.06.2019,,U23 European Championship,Team,2381.xml
489,F,F,I,BUL,U,01.06.2019,,U23 European Championship,Team,2383.xml
489,F,F,I,BUL,U,01.06.2019,,U23 European Championship,Team,2384.xml
484,E,M,I,BUL,U,02.06.2019,,U23 European Championship,Team,2385.xml
490,S,F,I,BUL,U,02.06.2019,,U23 European Championship,Team,2386.xml
485,F,M,I,BUL,U,02.06.2019,,U23 European Championship,Team,2387.xml
2144,F,M,I,,CN,26.11.2011,European Cadet Circuit A-Jugend Florett mannlich Halle,,Individual,239.xml
741,F,M,I,GER,S,17.06.2019,European Championships,,Individual,2390.xml
742,S,F,I,GER,S,17.06.2019,European Championships,,Individual,2391.xml
739,E,M,I,GER,S,18.06.2019,European Championships,,Individual,2392.xml
743,S,M,I,GER,S,19.06.2019,European Championships,,Individual,2394.xml
740,F,F,I,GER,S,18.06.2019,European Championships,,Individual,2395.xml
738,E,F,I,GER,S,19.06.2019,European Championships,,Individual,2396.xml
747,F,M,E,GER,S,20.06.2019,European Championships,,Team,2397.xml
746,F,F,E,GER,S,21.06.2019,European Championships,,Team,2399.xml
25,E,M,,TUR,C,18.09.2010,European Cadet Circuit,European Cadet Circuit,Individual,24.xml
34,E,M,,GER,C,12.11.2011,European Cadet Circuit EMC,European Cadet Circuit EMC,Individual,240.xml
745,E,M,E,GER,S,21.06.2019,European Championships,,Team,2400.xml
744,E,F,E,GER,S,22.06.2019,European Championships,,Team,2401.xml
749,S,M,E,GER,S,22.06.2019,European Championships,,Team,2402.xml
748,S,F,E,GER,S,20.06.2019,European Championships,,Team,2403.xml
1218,F,F,I,SVK,S,14.09.2019,,Memorial de Martinengo 2019 Women Foil,Individual,2404.xml
391,F,M,I,SVK,S,14.09.2019,,Memorial de Martinengo 2019,Individual,2405.xml
655,E,F,I,SVK,S,15.09.2019,,Memorial de Martinengo 2019,Individual,2406.xml
17,S,F,I,POL,C,15.09.2019,,XII EUROPEAN CADET CIRCUT,Individual,2407.xml
18,S,M,I,POL,C,14.09.2019,,XII EUROPEAN CADET CIRCUT,Individual,2408.xml
171,E,M,I,SWE,S,21.09.2019,safpok19,SAF Pokalen 2019,Individual,2409.xml
339,E,M,I,FFE,C,26.11.2011,111126_CE_EHC,5eme Coupe Europeenne Epee Homme Cadet,Individual,241.xml
175,E,F,I,SWE,S,22.09.2019,reh19,Rehbinderska Priset 2019,Individual,2410.xml
419,F,F,I,ROU,S,23.09.2019,,Coupe D'Europe Women Foil Team,Team,2411.xml
13,F,F,I,GBR,C,28.09.2019,ffc-in,Women's foil,Individual,2412.xml
14,F,M,I,GBR,C,28.09.2019,fmc-in,Men's foil,Individual,2413.xml
611,F,M,I,FRA,R,28.09.2019,FHU23 Circuit,FHU23 Circuit,Individual,2415.xml
612,F,F,I,FRA,U23,28.09.2019,FDU23 Circuit,U23 Circuit,Individual,2416.xml
41,S,M,I,HUN,C,05.10.2019,Cadet Circuit,Cadet Circuit,Individual,2417.xml
42,S,F,I,HUN,C,05.10.2019,Cadet Circuit,Cadet Circuit,Team,2418.xml
1280,F,M,I,DEN,S,05.10.2019,Trekanten International,,Individual,2419.xml
54,E,F,,FRA,C,26.11.2011,EFC-ind,European Cadet Circuit,Individual,242.xml
40,S,F,I,HUN,C,05.10.2019,Cadet Circuit,Cadet Circuit,Individual,2420.xml
43,S,M,I,HUN,C,05.10.2019,Cadet Circuit,Cadet Circuit,Team,2421.xml
709,E,F,I,HUN,C,05.10.2019,EFC-in,Cadet Circuit,Individual,2422.xml
27,E,M,I,HUN,C,05.10.2019,EMC-inua,Cadet Circuit,Individual,2423.xml
710,E,F,I,HUN,C,05.10.2019,EFC-eq,Cadet Circuit,Team,2424.xml
604,E,M,I,HUN,C,05.10.2019,EMC-equa,Cadet Circuit,Team,2425.xml
1356,F,F,I,DEN,S,06.10.2019,Trekanten International,,Individual,2426.xml
36,F,F,I,SVK,C,12.10.2019,,Coupe de Samaria 2019,Individual,2427.xml
37,F,F,I,SVK,C,12.10.2019,,Coupe de Samaria 2019,Team,2428.xml
66,S,F,,RUS,C,26.11.2011,SFC-in,European Cadet Circuit,Individual,243.xml
66,S,F,I,RUS,C,19.10.2019,Cadet Circuit,Cadet Circuit,Individual,2431.xml
67,S,M,I,RUS,C,19.10.2019,Cadet Circuit,Cadet Circuit,Individual,2432.xml
48,F,M,I,GRE,C,19.10.2019,Helexpo Cup,,Individual,2439.xml
67,S,M,,RUS,C,26.11.2011,SMC-in,European Cadet Circuit,Individual,244.xml
49,F,M,I,GRE,C,20.10.2019,Helexpo Cup,,Team,2440.xml
68,S,F,I,RUS,C,19.10.2019,Cadet Circuit2255-2019,Cadet Circuit,Team,2441.xml
69,S,M,I,RUS,C,19.10.2019,Cadet Circuit 2256-2019,Cadet Circuit,Team,2442.xml
507,E,M,,AUT,S,10.12.2011,NOEU23HD2011,NOE Meisterschaften U23 European Circuit HD,Individual,245.xml
508,E,F,,AUT,S,11.12.2011,NOEMU23DD2011,NO Meisterschaften U23 European Circuit DD,Individual,248.xml
77,S,M,Z,GER,C,10.12.2011,European Cadet Circuit,European Cadet Circuit,Individual,249.xml
76,S,F,Z,GER,C,10.12.2011,European Cadet Circuit,European Cadet Circuit,Individual,250.xml
-1,E,M,I,CZE,U,05.10.2019,,Babylon Cup 2019,Individual,2500.xml
599,S,F,I,ROU,C,23.11.2019,,RIPOSTA CUP U17 SABRE,Team,2501.xml
589,S,M,I,ROU,C,23.11.2019,,RIPOSTA CUP U17 SABRE,Individual,2502.xml
538,F,M,I,AFG,C,23.11.2019,,European Cadet Circuit Foil Moedling,Individual,2503.xml
584,F,F,I,AUT,C,23.11.2019,,European Cadet Circuit Foil Moedling,Team,2504.xml
598,S,M,I,ROU,C,24.11.2019,,RIPOSTA CUP U17 SABRE,Team,2509.xml
590,S,F,I,ROU,C,24.11.2019,,RIPOSTA CUP U17 SABRE,Individual,2510.xml
539,F,F,I,AUT,C,24.11.2019,,European Cadet Circuit Foil Moedling,Individual,2511.xml
583,F,M,I,AUT,C,24.11.2019,,European Cadet Circuit Foil Moedling,Team,2512.xml
-1,E,F,I,CZE,U,06.10.2019,,Babylon Cup 2019,Individual,2519.xml
494,E,M,,AUT,C,10.12.2011,EMC-in,European Cadets Circuit EMC,Individual,252.xml
-1,F,M,I,CZE,U,06.10.2019,,Babylon Cup 2019,Individual,2523.xml
-1,F,F,I,CZE,U,05.10.2019,,Babylon Cup 2019,Individual,2525.xml
507,E,M,I,AUT,U,30.11.2019,,Internationale NÃ Meisterschaften U23,Individual,2528.xml
532,F,F,I,AUT,U,30.11.2019,,Internationale NÃ Meisterschaften U23,Individual,2529.xml
495,E,F,,AUT,C,10.12.2011,EFC-in,European Cadets Circuit EFC,Individual,253.xml
79,S,M,I,GER,C,30.11.2019,Wiekhorst Cup &amp; Allstar - Cup,,Team,2530.xml
76,S,F,I,GER,C,30.11.2019,Wiekhorst Cup &amp; Allstar - Cup,,Individual,2531.xml
73,F,M,I,FRA,C,30.11.2019,17ème Coupe Mondiale Cabriès - Hommes,17ème Coupe Mondiale Cabriès - Hommes,Individual,2532.xml
72,F,F,I,FRA,C,30.11.2019,17ème Coupe Mondiale Cabriès - Dames,17ème Coupe Mondiale Cabriès - Dames,Individual,2533.xml
522,E,F,I,DEN,C,30.11.2019,CWE,Cadet Women's Epee,Individual,2534.xml
521,E,M,I,DEN,C,30.11.2019,CME,Cadet Men's Epee,Individual,2535.xml
531,F,M,I,AUT,U,01.12.2019,,Internationale NÃ Meisterschaften U23,Individual,2536.xml
77,S,M,I,GER,C,01.12.2019,Wiekhorst Cup &amp; Allstar - Cup,,Individual,2537.xml
508,E,F,I,AUT,U,01.12.2019,,Internationale NÃ Meisterschaften U23,Individual,2538.xml
74,F,F,I,FRA,C,01.12.2019,17ème Coupe Mondiale Cabriès - Dames Equipes,17ème Coupe Mondiale Cabriès - Dames Equipes,Team,2539.xml
72,F,F,,FRA,C,10.12.2011,9CM_FDC,European Cadet Circuit,Individual,254.xml
75,F,M,I,FRA,C,01.12.2019,17ème Coupe Mondiale Cabriès - Hommes Equipes,17ème Coupe Mondiale Cabriès - Hommes,Team,2540.xml
556,E,F,I,DEN,C,01.12.2019,WTE,Cadet Circuit,Team,2541.xml
555,E,M,I,DEN,C,01.12.2019,MTE,Men's Cadet Team Epee,Team,2542.xml
78,S,F,I,GER,C,01.12.2019,Wiekhorst Cup &amp; Allstar - Cup,,Team,2543.xml
503,S,F,M,AFG,U,30.11.2019,,Puchar Europy do lkat 23   Turniej BarbÃ³rkowy o SzablÄ Gen.Jerzego ZiÄtka w szabli kobiet i mÄÅ¼czyzn  II Puchar Polski SeniorÃ³w,Individual,2544.xml
502,S,M,M,AFG,U,30.11.2019,,Puchar Europy do lkat 23   Turniej BarbÃ³rkowy o SzablÄ Gen.Jerzego ZiÄtka w szabli kobiet i mÄÅ¼czyzn  II Puchar Polski SeniorÃ³w,Individual,2545.xml
565,F,M,I,GER,S,07.12.2019,Esslinger Burg-Cup,,Individual,2546.xml
34,E,M,Z,GER,C,07.12.2019,Tank und Rast Pokal,,Individual,2547.xml
32,E,F,I,GER,C,07.12.2019,Kneipp Cup,,Individual,2548.xml
33,E,F,I,GER,C,08.12.2019,Kneipp Cup,,Team,2549.xml
73,F,M,,FRA,C,10.12.2011,9CM_FHC,European Cadet Circuit,Individual,255.xml
35,E,M,Z,GER,C,08.12.2019,Tank und Rast Pokal,,Team,2550.xml
540,S,M,I,AUT,C,14.12.2019,,ECC Sabre Moedling 2019,Individual,2551.xml
38,F,M,I,GER,C,14.12.2019,International HÃ¤ndel-Cup,,Individual,2552.xml
46,F,F,I,GER,C,14.12.2019,Goldenes Florett,,Individual,2553.xml
541,S,F,I,AUT,C,15.12.2019,,ECC Sabre Moedling 2019,Individual,2554.xml
47,F,F,I,GER,C,15.12.2019,Goldenes Florett,,Team,2555.xml
39,F,M,I,GER,C,15.12.2019,International HÃÂ¤ndel-Cup,,Team,2561.xml
94,E,F,I,SVK,C,10.01.2020,,Coupe du Danube 2020,Individual,2562.xml
97,E,M,I,SVK,C,10.01.2020,,Coupe du Danube 2020,Team,2563.xml
51,S,M,I,FRA,C,11.01.2020,Eurosabre 2020 H,Eurosabre 2020 Hommes,Individual,2564.xml
491,F,M,I,SVK,C,11.01.2020,,Coupe du Danube 2020,Individual,2565.xml
96,E,F,I,SVK,C,11.01.2020,,Coupe du Danube 2020,Team,2566.xml
50,S,F,I,FRA,C,11.01.2020,Eurosabre 2020 sd,Eurosabre 2020 sd,Individual,2567.xml
3219,E,M,Z,GER,S,12.01.2020,E M T Senior,EpÃ©e Hommes Team Senior,Team,2568.xml
496,F,F,I,POL,C,11.01.2020,,AMU CADET WOMEN'S FOIL CUP 2020,Individual,2569.xml
442,S,M,Z,GER,S,17.12.2011,U23 European Circuit,U23 European Circuit,Individual,257.xml
514,F,F,I,POL,C,12.01.2020,,AMU CADET WOMEN'S FOIL CUP 2020,Team,2570.xml
95,E,M,I,SVK,C,12.01.2020,,Coupe du Danube 2020,Individual,2571.xml
548,F,M,I,SVK,C,12.01.2020,,Coupe du Danube 2020,Team,2572.xml
70,E,F,I,FIN,C,25.01.2020,,Espoo Fencing Challenge,Individual,2573.xml
71,E,M,I,FIN,C,25.01.2020,,Espoo Fencing Challenge,Individual,2574.xml
457,S,F,I,HUN,U23,25.01.2020,U23 Circuit,Women's sabre individual (EFC U23 - MK3),Individual,2575.xml
456,S,M,I,HUN,B,25.01.2020,U23 Circuit,Men's sabre individual (EFC U23 - MK3),Individual,2576.xml
558,E,F,I,FIN,C,26.01.2020,,Espoo Fencing Challenge,Team,2577.xml
10618,E,F,I,FIN,S,26.01.2020,,Espoo Fencing Challenge,Individual,2582.xml
557,E,M,I,FIN,C,26.01.2020,,Espoo Fencing Challenge,Team,2586.xml
543,F,F,I,ITA,C,25.01.2020,Cadet Circuit Roma 2020 FF,Cadet Circuit Roma 2020 FF,Individual,2587.xml
542,F,M,I,ITA,C,25.01.2020,Cadet Circuit Roma 2020 FM,Cadet Circuit Roma 2020 FM,Individual,2588.xml
510,E,F,I,ITA,B,25.01.2020,U23 Circuit,U23 Circuit,Individual,2589.xml
509,E,M,I,ITA,B,25.01.2020,U23 Circuit,U23 Circuit,Individual,2590.xml
98,F,F,I,ROU,C,08.02.2020,,SATU MARE CUP 2020,Individual,2591.xml
100,F,M,I,AFG,C,08.02.2020,,XIII Witold Woyda's Foil &amp; XI Golden Team Cup Tournament,Individual,2593.xml
585,E,M,I,POL,C,08.02.2020,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,2594.xml
99,F,F,I,ROU,C,09.02.2020,,SATU MARE CUP 2020,Team,2595.xml
101,F,M,I,AFG,C,09.02.2020,,XIII Witold Woyda's Foil &amp; XI Golden Team Cup Tournament,Team,2599.xml
3,E,M,I,tef,C,19.09.2010,European Cadet Caircuit Team 1,European Cadet Caircuit Team,Team,26.xml
586,E,F,I,POL,C,09.02.2020,,"European Cadet Circuit, Wawel Dragon Trophy",Individual,2600.xml
2,F,M,I,Contexte_general,S,10.02.2020,MENS FOIL EUROPE CUP,Men Foil Europe Cup 2020,Team,2601.xml
439,F,F,I,ITA,U23,15.02.2020,U23 Circuit - FF,U23 Circuit - FF,Individual,2603.xml
438,F,M,I,ITA,C,15.02.2020,Roma - U23 Circuit - FM,Roma - U23 Circuit - FM,Individual,2604.xml
519,S,F,I,ITA,U23,15.02.2020,Roma U23 Circuit - ScF,U23 Circuit - ScF,Individual,2605.xml
518,S,M,I,ITA,U23,15.02.2020,U23 Circuit - ScM,U23 Circuit - ScM,Individual,2606.xml
133,E,M,I,CRO,C,22.02.2020,,European Cadet Championships,Individual,2608.xml
136,S,F,I,CRO,C,22.02.2020,,European Cadet Championships,Individual,2609.xml
443,S,F,Z,GER,S,17.12.2011,U23 European Circuit,U23 European Circuit,Individual,261.xml
135,F,M,I,CRO,C,23.02.2020,,European Cadet Championships,Individual,2610.xml
132,E,F,I,CRO,C,23.02.2020,,European Cadet Championships,Individual,2612.xml
461,E,M,I,GER,S,23.02.2020,Weisser Baer,,Individual,2613.xml
134,F,F,I,CRO,C,24.02.2020,,European Cadet Championships,Individual,2614.xml
137,S,M,I,CRO,C,24.02.2020,,European Cadet Championships,Individual,2615.xml
139,E,M,I,CRO,C,25.02.2020,,European Cadet Championships,Team,2616.xml
141,F,M,I,CRO,C,25.02.2020,,European Cadet Championships,Team,2617.xml
142,S,F,I,CRO,C,25.02.2020,,European Cadet Championships,Team,2618.xml
444,E,F,I,GER,U23,22.02.2020,U23 Circuit Mannheim,35 Cup of the Quadratestadt Mannheim,Individual,2619.xml
496,F,F,,POL,C,14.01.2012,European Cadet Circuit,European Cadet Circuit,Individual,262.xml
138,E,F,I,CRO,C,26.02.2020,,European Cadet Championships,Team,2620.xml
140,F,F,I,CRO,C,26.02.2020,,European Cadet Championships,Team,2621.xml
143,S,M,I,CRO,C,26.02.2020,,European Cadet Championships,Team,2622.xml
534,S,M,I,AUT,U23,22.02.2020,neuU23 Vienna MS 2020,U23 Circuit,Individual,2625.xml
535,S,F,I,AUT,,22.02.2020,neuU23 CircuitViennaDS,U23 Circuit,Individual,2626.xml
350,E,M,I,CRO,J,27.02.2020,,European Junior Championships,Individual,2627.xml
353,S,F,I,CRO,J,27.02.2020,,European Junior Championships,Individual,2628.xml
349,E,F,I,CRO,J,28.02.2020,,European Junior Championships,Individual,2629.xml
352,F,M,I,CRO,J,28.02.2020,,European Junior Championships,Individual,2630.xml
351,F,F,I,CRO,J,29.02.2020,,European Junior Championships,Individual,2631.xml
354,S,M,I,CRO,J,29.02.2020,,European Junior Championships,Individual,2632.xml
356,E,M,I,CRO,J,01.03.2020,,European Junior Championships,Team,2633.xml
358,F,M,I,CRO,J,01.03.2020,,European Junior Championships,Team,2634.xml
359,S,F,I,CRO,J,01.03.2020,,European Junior Championships,Team,2635.xml
355,E,F,I,CRO,J,02.03.2020,,European Junior Championships,Team,2636.xml
357,F,F,I,CRO,J,02.03.2020,,European Junior Championships,Team,2637.xml
360,S,M,I,CRO,J,02.03.2020,,European Junior Championships,Team,2638.xml
1077,E,F,I,ESP,S,24.04.2021,EPEE_W,European Olympic Qualification - EF,Individual,2645.xml
1080,F,M,I,ESP,S,24.04.2021,FOIL_M,European Olympic Qualification - FM,Individual,2646.xml
1082,S,M,I,ESP,S,24.04.2021,SABRE_M,European Olympic Qualification - SM,Individual,2647.xml
1078,E,M,I,ESP,S,25.04.2021,EPEE_M,European Olympic Qualification - EM,Individual,2648.xml
1079,F,F,I,ESP,S,25.04.2021,FOIL_W,European Olympic Qualification - FF,Individual,2649.xml
1081,S,F,I,ESP,S,25.04.2021,SABRE_W,European Olympic Qualification - SF,Individual,2650.xml
7,E,F,I,,S,26.06.2021,Europe Fencing Cup 2021,Europe Fencing Cup 2021,Team,2651.xml
41,S,M,I,HUN,C,02.10.2021,EFC_SMI,XXII. HUNIBER CUP - Cadet Men Sabre,Individual,2652.xml
36,F,F,I,SVK,C,02.10.2021,,Coupe de Samaria 2021,Individual,2654.xml
42,S,F,I,HUN,C,02.10.2021,cws-eq,ECC &quot;XXII. HUNIBER - CUP&quot; Sabre Women Team Competition -,Team,2658.xml
40,S,F,I,HUN,C,03.10.2021,EFC_SWI,XXII. HUNIBER CUP - Cadet Women Sabre,Individual,2659.xml
95,E,M,,SVK,C,14.01.2012,European Cadet Circuit EM,European Cadet Circuit EM,Individual,266.xml
